id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,partnership_requirements,other_requirements,summary,themes,relevance_score,relevance_category,relevance_explanation,deadline_status
eu-ft-erasmus-sport-2026-eu-awards-peace,#BeActive-EU-SPORT-AWARDS-Peace,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-peace,"","","","","O prémio #BeActive-EU-SPORT-AWARDS-Peace, integrado no programa Erasmus+, visa reconhecer iniciativas que promovam a paz através do desporto. Com uma dotação total de 25.000 euros, o concurso premeia projetos que utilizem atividades desportivas como ferramenta de coesão e promoção de valores de paz na União Europeia.",inclusion; volunteering,41,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-erasmus-sport-2026-eu-awards-volunteering,#BeActive-EU-SPORT-AWARDS-Volunteering,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-volunteering,"","","","","O prémio #BeActive EU Sport Awards visa reconhecer iniciativas que promovam o voluntariado no desporto, enquadrando-se no programa Erasmus+. A iniciativa destaca projetos que incentivam o envolvimento cívico e a participação através da atividade física.",inclusion; volunteering,41,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-horizon-cl3-2026-01-fct-06,Prevention and mitigation of misuse of synthetic biology for bioterrorism purposes,Horizon Europe,2026-05-06,2026-11-05,"€3,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-06,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Este aviso do programa Horizonte Europa foca-se na prevenção e mitigação da utilização indevida da biologia sintética para fins de bioterrorismo. O financiamento total disponível é de 3 milhões de euros, com um limite de 3 milhões de euros por projeto.",accessibility; inclusion,40,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eui-eui-ongoing-call-for-peer-reviewers,EUI ongoing Call for peer reviewers,European Urban Initiative,,2028-12-31,"",European Urban Initiative,https://www.urban-initiative.eu/capacity-building/peer-reviews/ongoing-call-peer-reviews,"","","",Open · &nbsp; other Find out more,"Deadline date : 31/12/2028 By European Urban Initiative An ongoing Call for the role of peer reviewer is now open. This call plans to identify the urban authority representatives to join the pool of peers and to act as peer reviewers in future Peer Reviews. Peer reviewers apply as individuals to take part in a peer review process. Peer reviewers can represent any EU urban authority but must have relevant experience in the design and implementation of integrated, place-based strategies.",community_development; public_space,39,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8056,Centros Locais de Apoio à Integração de Migrantes (CLAIM),FAMI2030,2026-07-01,2026-09-30,"€3,950,624",Portugal 2030,https://portugal2030.pt/aviso-2024/centros-locais-de-apoio-a-integracao-de-migrantes-claim/,"",Entidades privadas,A modalidade do aviso prevê parceria; confirmar os requisitos no aviso oficial.,FAMI · Norte | RAM | RAA | Alentejo | AML | Centro | Algarve,"Aviso Portugal 2030 para HSO9.2 - Migração legal e integração; FAMI; Norte | RAM | RAA | Alentejo | AML | Centro | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,38,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8025,Capacitação dos Parceiros da Comissão Permanente de Concertação Social (CPCS),PESSOAS2030,2027-01-01,2027-04-30,"€2,594,116",Portugal 2030,https://portugal2030.pt/aviso-2024/capacitacao-dos-parceiros-da-comissao-permanente-de-concertacao-social-cpcs/,"",Entidades privadas,"",FSE+ · Norte | Algarve | Centro | AML | Alentejo,"Aviso Portugal 2030 para ESO4.1 - Acesso ao emprego e medidas de ativação para todos; FSE+; Norte | Algarve | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,38,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8106,SICE - Inovação Produtiva (Rede de Fornecedores Inovadores),COMPETE2030 / NORTE2030 / CENTRO2030 / LISBOA2030 / ALENTEJO2030 / ALGARVE2030,2026-06-30,2026-09-30,"€40,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/sice-inovacao-produtiva-rede-de-fornecedores-inovadores/,"",Entidades privadas,"",FEDER · Norte | Centro | Alentejo | AML | Algarve,"Aviso Portugal 2030 para RSO1.3 - Crescimento e competitividade das PMEs; FEDER; Norte | Centro | Alentejo | AML | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8060,SICE - Inovação Produtiva - Territórios de Baixa Densidade e Outros Territórios,COMPETE2030 / NORTE2030 / CENTRO2030 / LISBOA2030 / ALENTEJO2030 / ALGARVE2030,2026-05-29,2026-10-30,"€182,500,000",Portugal 2030,https://portugal2030.pt/aviso-2024/sice-inovacao-produtiva-territorios-de-baixa-densidade-e-outros-territorios/,"",Entidades privadas,"",FEDER · Norte | Centro | Alentejo | AML | Algarve,"Aviso Portugal 2030 para RSO1.3 - Crescimento e competitividade das PMEs; FEDER; Norte | Centro | Alentejo | AML | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-7959,SIID - I&D Empresarial - Demonstradores Individuais e em copromoção,COMPETE2030 / NORTE2030 / CENTRO2030 / LISBOA2030 / ALENTEJO2030 / ALGARVE2030,2026-06-30,2026-12-30,"€12,500,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-7959,"",Entidades privadas,"",FEDER · Alentejo | Algarve | Norte | Centro | AML,"Aviso Portugal 2030 para RSO1.1 - Promover a investigação e a inovação; FEDER; Alentejo | Algarve | Norte | Centro | AML. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-miss-2026-02-cancer-04,Earlier and more precise palliative care,Horizon Europe,2026-02-10,2026-09-15,"€15,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-04,"","","","","O programa Horizonte Europa financia projetos de investigação destinados a melhorar a prestação de cuidados paliativos, tornando-os mais precoces e precisos. O objetivo é apoiar soluções inovadoras no contexto do combate ao cancro.",climate,34,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-horizon-miss-2026-02-cancer-01,Virtual Human Twin (VHT) Models for Cancer Research,Horizon Europe,2026-02-10,2026-09-15,"€35,000,000 total; até €9,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-01,"","","","","O programa Horizonte Europa financia o desenvolvimento de modelos de Gémeo Humano Virtual (VHT) aplicados à investigação oncológica. O objetivo é promover soluções inovadoras para o cancro, com um orçamento total de 35 milhões de euros, prevendo-se uma atribuição de até 9 milhões de euros por projeto aprovado.",accessibility,34,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eui-call-for-action-planning-networks,Call for Action Planning Networks,European Urban Initiative,,,"",European Urban Initiative,https://portico.urban-initiative.eu/urban-panorama/call-for-proposals,"","",Confirm partnership requirements in the official call.,Upcoming · &nbsp; grant,Spring 2026 By URBACT Cities come together to develop integrated action plans as a response to common local challenges. ,community_development,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eui-call-for-twin-cities-cohort-2,Call for Twin Cities Cohort 2,European Urban Initiative,,,"",European Urban Initiative,https://netzerocities.eu/twinning-learning-programme/,"","",Confirm partnership requirements in the official call.,Open · &nbsp; other Find out more,"By NetZeroCities Knowledge sharing and transfer of good practices between upcoming selected Twin Cities, Pilot Cities cohort 2 programme.  Any European City",community_development,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-horizon-cl3-2026-01-ssri-04,Development of ecosystem and next-generation capabilities for a secured European Critical Communication System in civil security,Horizon Europe,2026-05-06,2026-11-05,"€3,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-ssri-04,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O projeto visa o desenvolvimento de um ecossistema e capacidades de nova geração para um Sistema Europeu de Comunicação Crítica seguro no âmbito da segurança civil, integrado no programa Horizonte Europa.",climate,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-miss-2026-02-cancer-02,Microbiome for early cancer prediction before the onset of disease,Horizon Europe,2026-02-10,2026-09-15,"€15,000,000 total; até €15,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-02,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O convite visa promover a investigação sobre o microbioma para a previsão precoce de cancros antes do aparecimento da doença, integrando o programa Horizonte Europa. O financiamento total é de 15 milhões de euros, prevendo-se apoios individuais até ao mesmo montante por projeto.","",24,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-life-2026-cet-buildskills,BUILD UP Skills - National Platforms on energy efficiency skills for the clean energy transition,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-buildskills,"","","","","O convite à apresentação de propostas BUILD UP Skills, integrado no programa LIFE, foca-se na criação de plataformas nacionais para a promoção de competências em eficiência energética, visando apoiar a transição para energias limpas.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-erasmus-sport-2026-scp,Cooperation Partnerships,Erasmus+,2025-12-17,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-scp,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Erasmus+ promove parcerias de cooperação destinadas a fomentar a inovação, a partilha de práticas e o desenvolvimento de capacidades em diversas organizações. O aviso convida a submissão de candidaturas para cooperação estruturada.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-privafin,Crowding in private finance,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-privafin,"","","","","O programa LIFE apresenta a oportunidade Crowding in private finance, focada na mobilização de financiamento privado. A informação disponível sobre este aviso é limitada, não especificando os critérios de elegibilidade ou os requisitos de parceria necessários para a candidatura.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-erasmus-sport-2026-sncese,Not-for-profit European sport events,Erasmus+,2025-12-17,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-sncese,"","","","","O programa Erasmus+ apoia eventos desportivos europeus sem fins lucrativos. O objetivo é promover a prática desportiva, a atividade física e o voluntariado no desporto, fomentando a inclusão social e os valores europeus através de competições.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-pda,Project Development Assistance for sustainable energy investments,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-pda,"","","","","O programa LIFE oferece assistência ao desenvolvimento de projetos destinados a investimentos em energia sustentável. A iniciativa foca-se no apoio técnico e na viabilização financeira de projetos nesta área, visando impulsionar a transição energética através do programa de ação climática da União Europeia.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-horizon-cl3-2026-01-ssri-03,Public procurement of innovation for security,Horizon Europe,2026-05-07,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-ssri-03,"","","","",Oportunidade inserida no programa Horizonte Europa focada em contratação pública de inovação para o setor da segurança.,"",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-erasmus-sport-2026-sscp,Small-scale Partnerships,Erasmus+,2025-12-17,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-sscp,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Erasmus+ financia Small-scale Partnerships no âmbito do desporto, com o objetivo de apoiar organizações e entidades que promovam o desporto de base. A iniciativa visa fomentar a colaboração em projetos de pequena escala.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-renewhc,Strengthening national frameworks for renewable and efficient heating and cooling in existing buildings,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-renewhc,"","","","","O programa LIFE visa o reforço dos quadros nacionais para sistemas de aquecimento e arrefecimento renováveis e eficientes em edifícios já existentes, promovendo a transição energética através de soluções sustentáveis e energeticamente eficazes.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-industry,Supporting the clean energy transition of European industry and businesses,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-industry,"","","","",Este convite do programa LIFE destina-se a apoiar a transição para energias limpas no setor industrial e empresarial europeu.,"",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-policy,Towards an effective implementation of key legislation in the field of sustainable energy,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-policy,"","","","",O programa LIFE disponibiliza financiamento focado na implementação efetiva de legislação fundamental no domínio da energia sustentável. A oportunidade visa apoiar projetos que contribuam para os objetivos europeus de transição energética.,"",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
