id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,partnership_requirements,other_requirements,summary,themes,relevance_score,relevance_category,relevance_explanation,deadline_status
eui-call-for-twin-cities-cohort-2,Call for Twin Cities Cohort 2,European Urban Initiative,,,"",European Urban Initiative,https://netzerocities.eu/twinning-learning-programme/,"","",Confirm partnership requirements in the official call.,Open · &nbsp; other Find out more,"By NetZeroCities Knowledge sharing and transfer of good practices between upcoming selected Twin Cities, Pilot Cities cohort 2 programme.  Any European City",community_development,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-horizon-miss-2026-02-cancer-04,Earlier and more precise palliative care,Horizon Europe,2026-02-10,2026-09-15,"€15,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-04,"","","","","O programa Horizonte Europa financia projetos focados na prestação de cuidados paliativos mais precoces e precisos, inseridos no âmbito do combate ao cancro. A iniciativa disponibiliza um montante total de 15 milhões de euros para apoiar propostas.",climate,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-miss-2026-02-cancer-01,Virtual Human Twin (VHT) Models for Cancer Research,Horizon Europe,2026-02-10,2026-09-15,"€35,000,000 total; até €9,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-01,"","","","","O programa Horizonte Europa financia projetos de investigação focados no desenvolvimento de modelos de Gémeo Humano Virtual aplicados à oncologia. Com um orçamento total de 35 milhões de euros, a iniciativa visa fomentar a inovação na investigação do cancro.",accessibility,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-cl3-2026-01-ssri-04,Development of ecosystem and next-generation capabilities for a secured European Critical Communication System in civil security,Horizon Europe,2026-05-06,2026-11-05,"€3,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-ssri-04,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Horizonte Europa financia o desenvolvimento de um ecossistema e capacidades de nova geração para um Sistema Europeu de Comunicação Crítica seguro no âmbito da segurança civil. O financiamento total é de 3 milhões de euros, com um limite de até 3 milhões de euros por projeto.",climate,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-life-2026-cet-enerpov,Alleviating household energy poverty in Europe,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-enerpov,"","","","","O programa LIFE visa financiar projetos focados na mitigação da pobreza energética doméstica em toda a Europa. A iniciativa pretende apoiar ações que abordem as necessidades energéticas das famílias, promovendo soluções práticas e estratégias de intervenção para melhorar a eficiência e o acesso a recursos energéticos.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-buildskills,BUILD UP Skills - National Platforms on energy efficiency skills for the clean energy transition,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-buildskills,"","","","","O programa LIFE financia plataformas nacionais destinadas a promover competências em eficiência energética para apoiar a transição para energias limpas, centrando-se no desenvolvimento de capacidades e qualificação profissional neste setor.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-erasmus-sport-2026-scp,Cooperation Partnerships,Erasmus+,2025-12-17,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-scp,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"",As Parcerias de Cooperação no âmbito do programa Erasmus+ visam fomentar a colaboração em projetos de dimensão europeia. Os interessados devem consultar o aviso oficial para verificar os critérios específicos de elegibilidade e os requisitos de constituição de parcerias.,"",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-enercom,Facilitating cooperation among energy communities,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-enercom,"","","","","O programa LIFE pretende promover a cooperação entre comunidades de energia. A iniciativa, cuja abertura está prevista para 20 de abril de 2026, visa facilitar a colaboração e o desenvolvimento de soluções energéticas partilhadas no âmbito europeu.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-erasmus-sport-2026-sncese,Not-for-profit European sport events,Erasmus+,2025-12-17,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-sncese,"","","","","O programa Erasmus+ apoia eventos desportivos europeus sem fins lucrativos. A oportunidade foca-se na promoção da prática desportiva, da atividade física e do voluntariado no desporto, incentivando a inclusão e a igualdade no contexto europeu.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-pda,Project Development Assistance for sustainable energy investments,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-pda,"","","","",O programa LIFE disponibiliza assistência ao desenvolvimento de projetos para investimentos em energia sustentável. Esta iniciativa foca-se na preparação técnica e financeira necessária para a implementação de soluções energéticas sustentáveis.,"",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-horizon-cl3-2026-01-ssri-03,Public procurement of innovation for security,Horizon Europe,2026-05-07,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-ssri-03,"","","","","O programa Horizonte Europa financia a contratação pública de inovação para a segurança. A oportunidade foca-se em soluções de segurança inovadoras através de processos de contratação pública, com abertura prevista para maio de 2026.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-erasmus-sport-2026-sscp,Small-scale Partnerships,Erasmus+,2025-12-17,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-sscp,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","As Small-scale Partnerships, integradas no programa Erasmus+, destinam-se a fomentar o desporto a pequena escala. O programa apoia parcerias e projetos colaborativos, devendo os interessados consultar o aviso oficial para detalhes sobre prazos e critérios.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-industry,Supporting the clean energy transition of European industry and businesses,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-industry,"","","","","O programa LIFE visa apoiar a transição energética limpa na indústria e nas empresas europeias, com abertura de candidaturas prevista para 20 de abril de 2026.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-heatcoolplan,"Supporting the delivery of actionable, integrated, and comprehensive local heating and cooling plans",LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-heatcoolplan,"","","","","O programa LIFE apoia a criação de planos locais integrados e abrangentes de aquecimento e arrefecimento, visando fornecer soluções acionáveis para as autarquias no âmbito da transição energética. A iniciativa entra em fase de candidatura a partir de 20 de abril de 2026.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-life-2026-cet-policy,Towards an effective implementation of key legislation in the field of sustainable energy,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-policy,"","","","",O convite à apresentação de propostas LIFE visa apoiar a implementação eficaz de legislação fundamental no domínio da energia sustentável. A iniciativa foca-se no desenvolvimento de políticas e medidas que promovam a transição energética e o cumprimento de metas climáticas europeias através da aplicação de quadros regulamentares.,"",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-horizon-miss-2026-02-cancer-02,Microbiome for early cancer prediction before the onset of disease,Horizon Europe,2026-02-10,2026-09-15,"€15,000,000 total; até €15,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-02,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Horizonte Europa financia um projeto focado na investigação do microbioma para a previsão precoce do cancro, antes do surgimento da doença. Com um financiamento total de 15 milhões de euros, a iniciativa visa desenvolver ferramentas preditivas inovadoras no âmbito da missão europeia contra o cancro.","",20,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
