id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,applicant_eligibility_status,partnership_requirements,other_requirements,summary,themes,geography,relevance_score,relevance_category,relevance_explanation,deadline_status
eu-ft-horizon-miss-2026-06-clima-soil,Joint demonstration of solutions to build soil resilience to extreme weather events and support food security ,Horizon Europe,2026-02-04,2026-09-23,"€20,000,000 total; até €10,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-06-clima-soil,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Joint demonstration of solutions to build soil resilience to extreme weather events and support food security  publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-03-ocean-01,Large-scale demonstration for mapping the distribution and condition of marine habitats to implement the Nature Restoration Regulation,Horizon Europe,2026-02-04,2026-09-23,"€31,000,000 total; até €7,750,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-03-ocean-01,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Large-scale demonstration for mapping the distribution and condition of marine habitats to implement the Nature Restoration Regulation publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-05-soil-04,Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management,Horizon Europe,2026-02-04,2026-09-23,"€9,000,000 total; até €9,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-05-soil-04,"",Entidades públicas,known,"","","Aviso Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl6-2026-01-biodiv-03,Pushing the frontier of knowledge and conservation action for deep sea ecosystems,Horizon Europe,2026-04-17,2026-09-23,"€18,000,000 total; até €9,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-03,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Pushing the frontier of knowledge and conservation action for deep sea ecosystems publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-04-cit-02,Transition to low-temperature heating solutions in multi-apartment buildings,Horizon Europe,2026-02-04,2026-10-08,"€18,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-04-cit-02,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Transition to low-temperature heating solutions in multi-apartment buildings publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
pt2030-8585,Proteção e defesa do litoral - ações imateriais - 3º Aviso,SUSTENTAVEL2030,2026-10-01,2027-01-31,"€4,700,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8585,"",Entidades públicas,known,"",FC · Norte | Algarve | Centro | AML | Alentejo,"Aviso Portugal 2030 para RSO2.4 - Adaptação às alterações climáticas; FC; Norte | Algarve | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,"{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
pt2030-8537,Tratamento em Estações de Tratamento de Águas Residuais (ETAR) para produção de Água para Reutilização (ApR),SUSTENTAVEL2030,2026-09-01,2027-09-30,"€30,000,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8537,"",Entidades públicas,known,"",FC · Norte | Algarve | Centro | AML | Alentejo,"Aviso Portugal 2030 para RSO2.5 - Gestão sustentável da água; FC; Norte | Algarve | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,"{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eui-call-for-project-development-assistance-projects,Call for Project Development Assistance Projects,European Urban Initiative,,,"€6,000,000",European Urban Initiative,https://portico.urban-initiative.eu/urban-panorama/circular-cities-and-regions-initiative,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2023-2024/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2023-2024_en.pdf,"Local/regional authorities, utilities and services, industry, etc",known,Confirm partnership requirements in the official call.,Open · &nbsp; grant Funding support :&nbsp; EUR 6.00 million Find out more,Resumo limitado; consultar a página oficial da oportunidade.,community_development; environment,"{""scope""=>""unknown"", ""areas""=>[]}",65,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
eu-ft-horizon-hlth-2027-01-stayhlth-01,Addressing disabilities through the life course to support independent living and inclusion,Horizon Europe,2027-02-10,2027-04-13,"€39,300,000 total; até €8,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-hlth-2027-01-stayhlth-01,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Addressing disabilities through the life course to support independent living and inclusion publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",accessibility; inclusion,"{""scope""=>""unknown"", ""areas""=>[]}",65,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-circbio-06,Towards a Europe of Bioeconomy Places,Horizon Europe,2027-04-20,2027-09-22,"€12,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-circbio-06,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Towards a Europe of Bioeconomy Places publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",community_development; environment,"{""scope""=>""unknown"", ""areas""=>[]}",65,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl2-2027-01-transfo-07,Persons with disabilities: opportunities for labour inclusion and social protection through the life course,Horizon Europe,2027-05-13,2027-09-23,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-01-transfo-07,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Persons with disabilities: opportunities for labour inclusion and social protection through the life course publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",accessibility; inclusion,"{""scope""=>""unknown"", ""areas""=>[]}",65,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl3-2027-01-fct-04,"Open topic on increasing security of citizens against terrorism, including in public spaces",Horizon Europe,2027-05-05,2027-11-04,"€9,000,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-fct-04,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Open topic on increasing security of citizens against terrorism, including in public spaces publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",public_space; equality,"{""scope""=>""unknown"", ""areas""=>[]}",65,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl3-2026-01-fct-02,"Open topic on preventing and countering the misuse of emerging technologies for criminal purposes, including issues related to lawful access to data",Horizon Europe,2026-05-06,2026-11-05,"€9,000,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Open topic on preventing and countering the misuse of emerging technologies for criminal purposes, including issues related to lawful access to data publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",equality,"{""scope""=>""unknown"", ""areas""=>[]}",64,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-neb-2026-01-business-03,"Approaches to reuse vacant, obsolete or underutilised spaces",Horizon Europe,2026-05-05,2026-12-01,"€9,000,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-business-03,"",Municípios ou autoridades locais; Entidades públicas,known,"","","Aviso Approaches to reuse vacant, obsolete or underutilised spaces publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",inclusion; environment,"{""scope""=>""unknown"", ""areas""=>[]}",64,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-04-cit-03,Inclusive and climate resilient multimodal passenger hubs enhancing modal shift towards sustainable transport and shared mobility,Horizon Europe,2027-02-09,2027-10-07,"€18,000,000 total; até €9,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-04-cit-03,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Inclusive and climate resilient multimodal passenger hubs enhancing modal shift towards sustainable transport and shared mobility publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",64,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-life-2026-plp-ener-compliance,Ecodesign and energy labelling compliance support facility for suppliers and retailers,LIFE,2026-04-21,2026-09-22,"€2,500,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-plp-ener-compliance,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Ecodesign and energy labelling compliance support facility for suppliers and retailers publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-life-2026-ta-pp-clima-sip,technical Assistance preparation of CLIMA SIPs,LIFE,2026-04-21,2026-09-22,"€200,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-ta-pp-clima-sip,"",Municípios ou autoridades locais,known,"","","Aviso technical Assistance preparation of CLIMA SIPs publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-01-clima-07,Supporting financing of local adaptation actions with combination of public funding and private financing,Horizon Europe,2026-02-04,2026-09-23,"€20,000,000 total; até €20,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-01-clima-07,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Supporting financing of local adaptation actions with combination of public funding and private financing publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-digital-2026-bestuse-10-networksics,Ensuring comprehensive geographical coverage of the Network of Safer Internet Centres (SICs),Europa Digital,2026-04-21,2026-10-01,"€24,400,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/digital-2026-bestuse-10-networksics,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Ensuring comprehensive geographical coverage of the Network of Safer Internet Centres (SICs) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl5-2026-10-d6-01,Flagship-pilot: large-scale demonstrations of CCAM (CCAM Partnership),Horizon Europe,2026-06-04,2026-10-08,"€100,000,000 total; até €100,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2026-10-d6-01,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Flagship-pilot: large-scale demonstrations of CCAM (CCAM Partnership) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl5-2026-10-d6-09,Road Safety and resilience of rural areas,Horizon Europe,2026-06-04,2026-10-08,"€12,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2026-10-d6-09,"",Municípios ou autoridades locais,known,"","","Aviso Road Safety and resilience of rural areas publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-cef-dig-2026-cable-repair-capacities-works,Submarine Cable Repair Capacities - Works,Connecting Europe Facility,2026-06-23,2026-10-08,"€40,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/cef-dig-2026-cable-repair-capacities-works,"",Entidades públicas,known,"","","Aviso Submarine Cable Repair Capacities - Works publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl2-2026-02-transfo-01,Co-funded European Partnership for Social Transformations and Resilience,Horizon Europe,2026-05-12,2026-10-13,"€60,000,000 total; até €60,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-02-transfo-01,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Co-funded European Partnership for Social Transformations and Resilience publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-drs-05,Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe,Horizon Europe,2026-05-06,2026-11-05,"€4,500,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-drs-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-fct-01,Improving capabilities of law enforcement to counter climate-related challenges,Horizon Europe,2026-05-06,2026-11-05,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-01,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Improving capabilities of law enforcement to counter climate-related challenges publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
pt2030-8608,Assistência Técnica FAMI 2030,FAMI2030,2026-10-01,2026-11-30,"€5,200,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8608,"",Entidades públicas,known,"",FAMI · Norte | RAM | RAA | Alentejo | AML | Centro | Algarve,"Aviso Portugal 2030 para TA.36(5) - Assistência técnica - taxa fixa (artigo 36.º, n.º 5, do RDC); FAMI; Norte | RAM | RAA | Alentejo | AML | Centro | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","","{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
pt2030-8511,Funcionamento de CIT multifunções e espaços equiparados,FAMI2030,2026-10-01,2027-01-31,"€5,895,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8511,"",Entidades públicas,known,"",FAMI · RAM | Norte | Algarve | Centro | AML | RAA | Alentejo,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; RAM | Norte | Algarve | Centro | AML | RAA | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.","","{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eu-ft-horizon-hlth-2027-01-envhlth-02,Integrating climate-related exposures into the human exposome and characterising its changes in response to climate change,Horizon Europe,2027-02-10,2027-04-13,"€45,000,000 total; até €11,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-hlth-2027-01-envhlth-02,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Integrating climate-related exposures into the human exposome and characterising its changes in response to climate change publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate; environment,"{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-biodiv-05,Accelerating the transition to a nature positive economy: Integrating biodiversity into the private sector,Horizon Europe,2027-04-20,2027-09-22,"€14,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-biodiv-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Accelerating the transition to a nature positive economy: Integrating biodiversity into the private sector publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment; climate,"{""scope""=>""unknown"", ""areas""=>[]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8614,SICE - Internacionalização das PME - Operações em conjunto,COMPETE2030 / LISBOA2030 / ALGARVE2030,2027-01-04,2027-12-30,"€51,000,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8614,"",Entidades públicas; Entidades privadas,known,"",FEDER · Norte | Algarve | Centro | AML | Alentejo,"Aviso Portugal 2030 para RSO1.3 - Crescimento e competitividade das PMEs; FEDER; Norte | Algarve | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.","","{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",63,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eu-ft-horizon-cl2-2027-01-democracy-01,"Advisory support and network for countering and preventing radicalisation, extremism, hate speech and polarisation",Horizon Europe,2027-05-13,2027-09-23,"€3,500,000 total; até €3,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-01-democracy-01,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Advisory support and network for countering and preventing radicalisation, extremism, hate speech and polarisation publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",civic_participation,"{""scope""=>""unknown"", ""areas""=>[]}",61,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl3-2027-01-drs-02,"Societal resilience, engagement of the younger generations and digital innovation for disaster resilience",Horizon Europe,2027-05-05,2027-11-04,"€6,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-drs-02,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Societal resilience, engagement of the younger generations and digital innovation for disaster resilience publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",community_development,"{""scope""=>""unknown"", ""areas""=>[]}",61,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8491,Oficiais de ligação de imigração,FAMI2030,2026-09-01,2026-11-30,"€1,046,445",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8491,"",Entidades públicas,known,"",FAMI · Extra-Regio NUTS II,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,"{""scope""=>""national"", ""areas""=>[""Portugal""]}",60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl3-2027-01-fct-02,Community policing in diverse societies in Europe,Horizon Europe,2027-05-05,2027-11-04,"€6,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-fct-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Community policing in diverse societies in Europe publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",accessibility,"{""scope""=>""unknown"", ""areas""=>[]}",60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl3-2027-01-fct-03,"Open topic on enhanced prevention, detection and deterrence of societal issues related to various forms of crime",Horizon Europe,2027-05-05,2027-11-04,"€6,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-fct-03,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Open topic on enhanced prevention, detection and deterrence of societal issues related to various forms of crime publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",equality,"{""scope""=>""unknown"", ""areas""=>[]}",60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
